id,query_id,response_id,source_dataset,retrieval_method,query,response,auto_stage,auto_move,auto_timing,stage_confidence,move_confidence,low_confidence,annotator,stage_correct,stage_correction,move_correct,move_correction,timing_correct,timing_correction,notes
dense_minilm_esconv_5_8__esconv_49_27,dense_minilm_esconv_5_8,esconv_49_27,ESConv,dense_minilm,I'm just looking for someone new to talk to. I don't really feel like I can express my actual feelings in my current living arrangement.,I am glad that we are able to chat. I hope things can start working out for you and you are able to move on to a new chapter of life.,distress_disclosure,clarification,well_timed,0.1752,0.0097,False,external,yes,,no,practical_advice,yes,,response move better fits practical_advice
dense_minilm_esconv_21_4__esconv_86_1,dense_minilm_esconv_21_4,esconv_86_1,ESConv,dense_minilm,"Between work, school, keeping up the house, and caring for my dad, it's a lot to handle.",I'm really sorry to hear that. What kinds of things have you been doing so far to manage your downswing?,advice_seeking,practical_advice,well_timed,0.0951,0.088,False,external,no,distress_disclosure,no,clarification,yes,,stage better fits distress_disclosure; response move better fits clarification
bm25_counsel_38__counsel_22,bm25_counsel_38,counsel_22,CounselChat,bm25,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",First you say I have so many issues then you say I've been happily married for almost 35 years ( as it is past tense).   Most counselors/therapists have multiple education or experience in areas.  It is about YOU.  Finding more about yourself.  You would enjoy it cause it allows finally an investment for yourself and a guide.   Don't you sometimes look at your nails or hair its been a long time since you got them professional care.  You been happily together with them for 35 years right.  But how does it feel when you have someone else guide and bring new energy to your hair and nails and you feel like a million bucks and amazing when you walk out.  Right?  Something to think about.  ✨🙏,advice_seeking,psychoeducation,well_timed,0.1095,0.0166,False,external,yes,,yes,,yes,,
bm25_esconv_19_27__esconv_36_25,bm25_esconv_19_27,esconv_36_25,ESConv,bm25,"For sure, I look forward to the change. I'm just planning out my next few months and a routine to help pass time.",Maybe could just use a relaxing day to yourself and then everything wil work out . I normally try this when planning my time management,followup_problem_solving,practical_advice,well_timed,0.0221,0.0136,False,external,no,distress_disclosure,yes,,no,premature_advice,stage better fits distress_disclosure; timing better fits premature_advice
tfidf_counsel_63__counsel_22,tfidf_counsel_63,counsel_22,CounselChat,tfidf,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",First you say I have so many issues then you say I've been happily married for almost 35 years ( as it is past tense).   Most counselors/therapists have multiple education or experience in areas.  It is about YOU.  Finding more about yourself.  You would enjoy it cause it allows finally an investment for yourself and a guide.   Don't you sometimes look at your nails or hair its been a long time since you got them professional care.  You been happily together with them for 35 years right.  But how does it feel when you have someone else guide and bring new energy to your hair and nails and you feel like a million bucks and amazing when you walk out.  Right?  Something to think about.  ✨🙏,advice_seeking,psychoeducation,well_timed,0.1095,0.0166,False,external,yes,,yes,,yes,,
bm25_esconv_2_14__esconv_8_7,bm25_esconv_2_14,esconv_8_7,ESConv,bm25,My main job started so i am in this room an at the same time i wan to do mTurk and take care of them],"I just recently went through a layoff at my company, and I had the same situation trying to find another job. It is very stressful.",advice_seeking,clarification,stage_mismatch,0.0229,0.0255,False,external,no,distress_disclosure,unsure,empathy,no,well_timed,stage better fits distress_disclosure; response move better fits empathy; timing better fits well_timed | move rechecked: Contested: shared-experience response validates stress but empathy is the best overall fit.
bm25_esconv_10_9__esconv_14_10,bm25_esconv_10_9,esconv_14_10,ESConv,bm25,"I don't like feeling lots of anxiety, so I feel like I want to keep doing what I'm doing. But then I don't want to miss out on this new opportunity.","True. I like trying new things, but I am happy to give them up if they just don't fit my style.",psychoeducation_seeking,clarification,well_timed,0.0418,0.06,False,external,no,distress_disclosure,unsure,empathy,yes,,stage better fits distress_disclosure; response move better fits empathy | move rechecked: Contested: vague self-disclosure; empathy is the nearest move but the label is not clean.
tfidf_counsel_195__counsel_363,tfidf_counsel_195,counsel_363,CounselChat,tfidf,"I can't even smile or fake one. I can't feel happiness about anything and I can't show love towards another person not even my girlfriend. I hate myself sometimes. All I see is ugly.
   I can't get over the loss of a loved one and I'm not close to my family. What can I do?","Hello. So, someone made you happy but is no longer around? I am sure that feels devastating. As a counselor I usually have to ponder this kind of thought because it lends itself to suggesting that happiness comes from the external, rather than the internal side of a person's life. Happiness is formed within ourselves. All the external trappings of happiness are usually quite fleeting, and temporary. Even relationships fo not last forever. If we get to a place where we are reliant and dependent on those around us to create happiness in our lives, then we lose the opportunities for us to do it ourselves. We are entirely capable of finding ways to be happy. Sometimes this entails working out issues that are holding us back from reaching a place of peace, or resolution to a specific problem.What I would offer to you, is to find ways in which you can develop happiness for yourself. What do you like about your life as it is right now? What can you do to create change in your life to increase your happiness? These kinds of questions can be valuable to you as you seek out ways to make happiness an internal rather than an external event. Mourning the loss of a social connection (in whatever way that occurred), is part of the grieving process, but it is not permanent. It is a path to healing and moving forward. From this, you can seek out new sources of happiness. I encourage you to remember that happiness is independent of the external experience you have in the world. Happiness is an expression of the internal feelings, so that will be the source or the font of positive emotion from which you really draw. If you are lacking in happiness, then it becomes important to examine why that is, and what you can do about it to promote self-care. Seeking out a professional counselor can also be a good option as you move through the grief/loss process and examine the reasons happiness is not in greater supply.I wish you happiness for every day of your life.Best wishes.",distress_disclosure,psychoeducation,stage_mismatch,0.0187,0.0098,False,external,no,advice_seeking,no,practical_advice,no,well_timed,stage better fits advice_seeking; response move better fits practical_advice; timing better fits well_timed
bm25_counsel_154__counsel_156,bm25_counsel_154,counsel_156,CounselChat,bm25,Every winter I find myself getting sad because of the weather. How can I fight this?,"There can be lots of different factors contributing to this. Here are some possible tips:Consider if you know anything about what specifically is making you feel sad? If you're looking for activities because you cannot participate in what you like to do in the warmer months, consider finding some indoor winter activitiesConnect with others. One idea is to join a group (such as a book club) that meets regularly. This could give you something to look forward to regardless of the colder weather.Enjoy the sunshine from indoors. You may notice that sometimes looks are deceiving women is bright and sunny outside, but is also quite cold when you open the door. If you are staying inside for the day, consider allowing yourself to enjoy the sunlight without specifically considering that it is also cold.Consider using a light box. Certain types of light boxes are designed to help with the ""winter blues."" You can find more information here: http://www.mayoclinic.org/tests-procedures/light-therapy/home/ovc-20197416Recently, one of the nurse practitioners that I work with has been checking a lot of vitamin D and vitamin B12 levels and she says the lower levels of these vitamins can contribute to feelings of less motivation or energy than is desired.Each of us has days when we are not thrilled about the weather and may be feeling sort of ""bummed"" or ""down."" If you find yourself having these days frequently or for several consecutive days in the above strategies are not helping, consider talking with a therapist about more specific strategies that may be of help to you. Also, because  if everything you would see is likely to live in your area, they would be familiar with the weather patterns where you are and may have some tips that they use for themselves or With other clients.",psychoeducation_seeking,psychoeducation,well_timed,0.0135,0.0763,False,external,no,advice_seeking,no,practical_advice,yes,,stage better fits advice_seeking; response move better fits practical_advice
bm25_counsel_166__counsel_186,bm25_counsel_166,counsel_186,CounselChat,bm25,"I'm going through some things with my feelings and myself. I barely sleep and I do nothing but think about how I'm worthless and how I shouldn't be here.
   I've never tried or contemplated suicide. I've always wanted to fix my issues, but I never get around to it.
   How can I change my feeling of being worthless to everyone?","Hello, you sound like you have so much on your mind! I am relieved to hear that you have never tried or have contemplated suicide, but not being able to sleep, feeling worthless, and like you shouldn't be here are big issues that need addressing.Please get around to counseling.  Having someone to listen to you is a gift to yourself. You deserve the help of someone helping you change your feelings of worthlessness. You have not been able to do this alone. It's time to reach out for help.  You can do this! Best to you!",distress_disclosure,clarification,well_timed,0.0539,0.002,True,external,no,advice_seeking,no,practical_advice,yes,,stage better fits advice_seeking; response move better fits practical_advice
tfidf_esconv_28_1__esconv_46_0,tfidf_esconv_28_1,esconv_46_0,ESConv,tfidf,Hi. I'm doing fine. Just feeling a bit anxious.,"Hi, I am very sorry to hear that.",distress_disclosure,clarification,well_timed,0.0036,0.0003,True,external,yes,,no,empathy,yes,,response move better fits empathy
bm25_esconv_1_7__esconv_16_10,bm25_esconv_1_7,esconv_16_10,ESConv,bm25,it keeps me up at night and I cant seem to get away form it even for a moment,I would apologize for my behavior to the manager if it was me. Just to seem professional and get in my bosses good grace.,crisis_safety,clarification,delayed_safety,0.0005,0.0287,True,external,no,distress_disclosure,no,practical_advice,no,premature_advice,stage better fits distress_disclosure; response move better fits practical_advice; timing better fits premature_advice | move rechecked: Confident: response gives concrete advice about apologizing to the manager.
tfidf_counsel_95__counsel_629,tfidf_counsel_95,counsel_629,CounselChat,tfidf,"There are many people willing to lovingly provide me with a home. I have food, clothes, and a university education, but I never feel like I belong. Even when I have a good time with people who are supposed to be close, I feel like I'm just out with friends and I never go home.","There could be a few reasons that's happening.  If you are afraid of leaving your home and going other places, that may be an anxiety response.  Not all people who feel this way have all the criteria for agoraphobia, but that doesn't mean it's not hard and doesn't interfere with your life.  This may be triggered by a fear of being around people or people seeing you.  It may also feel like leaving the safety of your home is too overbearing without a clear indication as to why.  When it is the latter, it's typically brought on by an anxiety disorder (such as panic disorder).If you have lost interest in going outside, that may be a very different clinical picture.  Did you used to enjoy getting outside but now feel like it is no longer enjoyable?  Have you lost interest in other things that you used to find joy in?  When depression is the culprit, it can feel like you don't get excited about things you used to like, which is also accompanied at times by feelings of worthlessness, hopelessness, sleep and eating changes, and frequent sadness.  It's not uncommon for anxiety and depression symptoms to coexist, so you may be experiencing a little (or maybe a lot) of both.  If you feel like you need to speak to somebody about what you are going through, counselors can usually help and with the option of telehealth (online counseling) you don't have to leave your home to do so.If you don't have access to a counselor, your primary doctor can also help you understand your symptoms better and maybe even recommend some other options for you.",unclear_need,psychoeducation,missing_clarification,0.0208,0.0375,False,external,no,distress_disclosure,no,practical_advice,no,well_timed,stage better fits distress_disclosure; response move better fits practical_advice; timing better fits well_timed
bm25_mentalchat_81__mentalchat_426,bm25_mentalchat_81,mentalchat_426,MentalChat16K,bm25,"I've been trying to do that, but it's hard. I keep reliving the past, and I can't seem to let go of the anger and sadness I feel towards my sister. I know she was dealing with her own issues when she was caring for our mother, but it still feels like she abandoned us.","I understand that organizing a memorial service for your late husband is a daunting task, especially when you're trying to do it all on your own. Losing a loved one is never easy, and the added responsibility of planning a memorial can be an additional burden. It's important to remember that it's okay to ask for help and lean on your support system during this difficult time. You mentioned that your book club members have offered to help you divide and conquer the tasks involved in the memorial. This is a wonderful gesture, and it's essential that you accept their offer. While composing a speech may not be the hard part, expressing your feelings and sharing memories of your husband with others can be emotionally challenging. It's important to give yourself permission to feel your emotions and lean on your support system during this process. I also want to acknowledge the loss of your husband's best friend, who was also a member of the book club, a year ago. Losing two loved ones in such a short time can be particularly challenging. Remember that it's okay to grieve and take things one step at a time. You're not alone in this, and it's essential to enjoy the time you have with your husband while you have him.

From a counseling psychology perspective, it's essential to recognize the patient's experience of grief and loss. The patient is dealing with the loss of her husband and the added responsibility of organizing his memorial service. This can be a significant stressor, especially when she's trying to do it all on her own. The patient's feelings of exhaustion and emotional drainedness are common reactions to grief and loss. The patient's hesitation to ask for help and her self-doubt about her ability to plan the memorial are also common reactions to grief.

My response to the patient would be to validate her feelings and offer support. I would encourage her to accept the help of her support system and lean on them during this difficult time. I would also acknowledge the loss of her husband's best friend and the additional emotional burden that comes with losing two loved ones in such a short time. It's essential to remember that grief is a process, and it's okay to take things one step at a time. The patient is not alone in this, and it's essential to enjoy the time she has with her husband while she has him.

From a therapeutic approach, my goal would be to help the patient process her grief and find ways to cope with the loss of her husband and the added responsibility of planning his memorial. I would encourage her to lean on her support system and accept their help. I would also encourage her to practice self-care and prioritize her emotional well-being during this time. Additionally, I would explore the patient's feelings about her husband's passing and help her find ways to honor his memory in a meaningful way. This could include creating a memorial service that reflects his personality and interests or finding ways to keep his memory alive in her daily life.

Overall, my approach would be to provide empathetic support and validation while also helping the patient find ways to cope with her grief and plan a meaningful memorial service for her husband. It's essential to remember that grief is a complex and individual experience, and it's important to approach it with compassion and understanding.",distress_disclosure,clarification,well_timed,0.0334,0.0967,False,external,yes,,no,practical_advice,yes,,response move better fits practical_advice
dense_minilm_counsel_98__counsel_100,dense_minilm_counsel_98,counsel_100,CounselChat,dense_minilm,My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"After stopping the abuse of alcohol, depressive symptoms are common. She may benefit from exploring why she wants to move and see if she would still want to move if she did not feel depressed. 12 step meetings can also be helpful.",unclear_need,practical_advice,premature_advice,0.0205,0.0495,False,external,no,advice_seeking,unsure,practical_advice,no,stage_mismatch,stage better fits advice_seeking; response move better fits psychoeducation; timing better fits stage_mismatch | move rechecked: Contested: response explains alcohol-related depression and also gives concrete suggestions.
bm25_counsel_124__counsel_123,bm25_counsel_124,counsel_123,CounselChat,bm25,"A few years ago I was making love to my wife when for no known reason I lost my erection,    Now I'm In my early 30s and my problem has become more and more frequent. This is causing major problems for my ego and it's diminishing my self esteem. This has resulted in ongoing depression and tearing apart my marriage.    I am devastated and cannot find a cause for these issues. I am very attracted to my wife and want to express it in the bedroom like I used to.    What could be causing this, and what can I do about it?","Most men believe that getting an erection is just a given. However, research shows that men, even in their 20's and 30's can start to lose an erection sometimes. Unfortunately, what tends to happen is that men don't know this and become extremely upset and fearful after losing an erection because they don't know that it is normal and happens sometimes. Anxiety, depression and stress are the biggest culprits to losing erections at an early age. Anxiety or nervousness constricts the blood vessels, decreasing the amount of blood flow to the penis, thus diminishing an erection. Other reasons may be possible also, especially, when this first happened. My assumption would be that anxiety and fear of being able to keep your erection is contributing to continued difficulty with erections, but the initial cause would need to be explored more deeply.Initial causes of losing an erection could be many things. Anxiety, depression, stress, tiredness, or any negative emotion can cause you to lose your arousal and thus lose an erection. Also, I would encourage you to make sure that you see a doctor to check off that their are no medical concerns. Diabetes or weight issues might contribute to the loss of erection and so can other medical concerns. If it is causing relationship difficulties, the last thing you and your wife need to do is argue about it or get angry or frustrated with each other. I would encourage marriage counseling to make sure your relationship and COMMUNICATION is strong, especially around the topic of sex. I good sex therapist can probably assess what the initial contributing factor could be. A doctor to do a full medical check-up to make sure there are no physical issues (especially testosterone levels). Finally, one thing I encourage is to get back to the basics. Make sure your relationship is strong, keep excitement and dating and spontaneity a large part of your relationship. Bring enjoyment back into your relationship everyday. And, don't stress about the erection. Focus more on ENJOYING your wife, her body, and the all the experiences that come with ""MAKING LOVE"" to her. I have known men that can't get an erection, but still enjoy sex with their wife. With that said, if their are no physical concerns, then it is all in your head. So, learning how to relax and ENJOY the action is key!",psychoeducation_seeking,psychoeducation,well_timed,0.0733,0.0285,False,external,no,advice_seeking,no,practical_advice,yes,,stage better fits advice_seeking; response move better fits practical_advice
tfidf_esconv_20_19__esconv_93_3,tfidf_esconv_20_19,esconv_93_3,ESConv,tfidf,"And the person above him, is the person who hired him.",That sounds like a lot for a person to be dealing with. Is this your husband/boyfriend?,followup_problem_solving,clarification,stage_mismatch,0.0279,0.0251,False,external,no,distress_disclosure,yes,,no,well_timed,stage better fits distress_disclosure; timing better fits well_timed
dense_minilm_esconv_12_23__esconv_62_29,dense_minilm_esconv_12_23,esconv_62_29,ESConv,dense_minilm,"Yeah, that's true. You can break from something so bad and painful, but it takes a lot to get ack to being yourself again. Although, it's very important to do so.",Unfortunately that is often how it works with such people. Would you be able to make a completely new break and move away? I know it's hard.,advice_seeking,clarification,stage_mismatch,0.0087,0.0575,False,external,no,followup_problem_solving,yes,,no,well_timed,stage better fits followup_problem_solving; timing better fits well_timed
tfidf_mentalchat_220__mentalchat_824,tfidf_mentalchat_220,mentalchat_824,MentalChat16K,tfidf,"(Deep breath) I remember that day clearly. [Name]'s face was expressionless, her voice barely audible. Her hands were folded in her lap, and her eyes darted around the room, never settling on mine. I couldn't help but feel like she was detached, disconnected from me. It was a stark contrast to our usual interactions, which were filled with warmth and laughter. I couldn't shake the feeling that something was off, and it's been haunting me ever since.","I can see that you're feeling overwhelmed by a tumultuous cocktail of emotions, and it's understandably challenging for you to distinguish them from your current situation. The emotional maelstrom you're experiencing is a common response to stressors and life challenges, but it can be difficult to navigate without some guidance.

First, let's take a deep breath together. Close your eyes and focus on the sensation of the air entering and leaving your lungs. This simple act can help ground you in the present moment and create a sense of calm.

Now, let's try to identify the emotions you're experiencing. Are you feeling anxious about a specific situation or uncertain about the future? Are you sad about a loss or disappointed in yourself? Are you angry about something that's happened or frustrated by a lack of control? Understanding the emotions you're experiencing is the first step in managing them effectively.

It's also essential to recognize the root causes of these emotions. For instance, if you're feeling anxious, it might be because of an upcoming event or a fear of the unknown. If you're feeling sad, it could be due to a loss or a sense of failure. By understanding the underlying causes of your emotions, you can begin to separate them from the situation and gain some perspective.

In our next session, we'll work together on defining a specific problem and setting realistic goals to help you manage your emotions more effectively. We'll explore various counseling techniques, such as cognitive-behavioral therapy and mindfulness meditation, to help you develop the skills and strategies needed to navigate your emotional landscape with greater ease and resilience.

Remember, it's essential to be gentle with yourself during this process. Healing takes time, and it's okay to feel overwhelmed at times. I'm here to support you every step of the way.",distress_disclosure,psychoeducation,stage_mismatch,0.0054,0.0283,True,external,yes,,no,practical_advice,no,well_timed,response move better fits practical_advice; timing better fits well_timed
tfidf_counsel_257__counsel_263,tfidf_counsel_257,counsel_263,CounselChat,tfidf,"I have bipolar disorder, paranoid personality disorder, posttraumatic stress disorder, anxiety and obsessive-compulsive disorder. I last self-harmed a week ago. When I am stressed, overwhelmed, hurt, or angry, the urge to self-harm is all I can think of. I am trying to seek help.","Post traumatic stress disorder (PTSD) is a very complex issue.  It is the root cause of many other issues including depression, anxiety and anger to name a few.  Re-experiencing the event is a telltale symptom of PTSD.  One of the best things you can do for yourself is to find someone who specializes in this area to help you work through the symptoms associated with this disorder as well as directly addressing the event/events that initially caused the symptoms.  There are various treatment methods available to helping professionals that are successful in treating this disorder.  In the meantime there is a book called ""The Body Keeps the Score"", it is informative and may be helpful for you on your journey.  It is my hope that you are not dealing with this alone.   Best wishes!",crisis_safety,practical_advice,delayed_safety,0.0411,0.0719,False,external,yes,,no,psychoeducation,yes,,safety-sensitive query; response move better fits psychoeducation
bm25_mentalchat_146__mentalchat_145,bm25_mentalchat_146,mentalchat_145,MentalChat16K,bm25,"Thank you for your understanding and for your support. I really appreciate your guidance and the reassurance that I'm not alone in this. I'll reach out to my family and friends, and I'll also look into connecting with crisis resources. I want to get better, and I'm willing to do whatever it takes to get there.","I'm truly sorry to hear that you've been feeling this way, and I can understand how overwhelming and isolating these emotions can be. It sounds like you're grappling with a deep sense of sadness and despair, and it's natural to feel helpless and hopeless when faced with such intense emotions. However, it's essential to remember that you're not alone in this, and there are people who care about you and want to help.

Your feelings of wanting to end your life are a serious concern, and it's crucial that we take this seriously. I want to assure you that having suicidal thoughts is a common experience among those struggling with mental health challenges, and it's important to remember that there are effective treatments and resources available to help you.

I understand that reaching out for help can be difficult, but it's an essential step in the healing process. I encourage you to connect with your support system, such as your family and friends, and consider reaching out to crisis resources, such as a crisis hotline or emergency services. These resources can provide immediate support and help ensure your safety and well-being.

Together, we can explore different strategies to help you manage your emotions and find ways to cope with your feelings of helplessness and hopelessness. This might involve learning new skills, such as mindfulness or relaxation techniques, or exploring different ways to find meaning and purpose in your life. We can also work on identifying and challenging any negative thought patterns that might be contributing to your feelings of hopelessness.

It's important to remember that healing is a process, and it takes time and effort to make progress. But with the right support and resources, you can overcome these challenges and build a stronger, more resilient foundation for your mental health. I'm here to help you every step of the way, and together we can work towards finding ways to manage your emotions and build a stronger, more fulfilling life.",distress_disclosure,clarification,well_timed,0.0335,0.0078,False,external,no,followup_problem_solving,no,safety_referral,yes,,stage better fits followup_problem_solving; response move better fits safety_referral
tfidf_counsel_90__counsel_87,tfidf_counsel_90,counsel_87,CounselChat,tfidf,"I have been diagnosed with general anxiety and depression by my family doctor. They wrote a prescription for me to have an emotional support dog, I have the paper work, and I gave it to my apartment manager. They said I can't keep the ESD because I'm not disabled. What do you suggest I do?","Your apartment manager is legally required under federal law to allow the ESA to live with you if you have provided documentation from a licensed therapist.  It does not matter if they have a no-pet policy if you have met these qualifications.You do not need a trained service animal nor do you need a disability for an emotional support animal.  The Fair Housing Act (which has federal jurisdiction) allows you to own an ESA if you have met the right criteria, and it sounds like you do.  Perhaps your apartment manager needs a letter from a therapist instead of a doctor?  Here's the site for more information on this and steps to take: https://esadoctors.com/landlord-emotional-support-animal/Maybe your doctor is credible and can help you continue to fight for yourself.  In the above website, it mentions that if you provide the required documentation and your apartment manager continues to deny you, you can file a complaint with HUD (U.S. Department of Housing and Urban Development).I am repeating some of that article content here, but I believe many people in this situation feel pressured to share personal information about their symptoms and circumstances, beyond what is legally required for an ESA.  You never have to share any information apart from the documents your therapist provides to you. I think it's amazing you are trying to stand up for yourself and I wish you all the best!",advice_seeking,empathy,over_validation,0.0155,0.0022,True,external,yes,,no,practical_advice,no,well_timed,response move better fits practical_advice; timing better fits well_timed
bm25_counsel_118__counsel_430,bm25_counsel_118,counsel_430,CounselChat,bm25,"I don't know how else to explain it. All I can say is that I feel empty, I feel nothing. How do I stop feeling this way?","Hi Boise, I'm sorry that you've lost this love. The fact that you were planning marriage and a future tells me that you meant something very special to each other at that time. It's different now...you're not together anymore, but you can't accept this, right? Good for you for identifying that this situation is damaging your life. You've been grieving for longer than you were together. Oh, but really you've not been grieving...you're stuck still loving her instead of moving forward. Unrequited love is a recipe for eternal heartache. Let's look at some possible blocks to moving forward.It could be that there's something unfinished for you. Maybe you felt hurt and you didn't have the chance to say so, or you felt you hurt her and you didn't have the chance to make it right. Maybe there's a burning question you need to ask or something else you need to say. Maybe you want to tell her you've never stopped loving her, and see if she feels the same way. If this is the case, you have two choices, right? You can reach out and say what you need to say, or you can stop ruminating on that question and let it go. If you reach out, there's no guarantee it will go well or that she'll even respond. Maybe write her a letter and don't send it (or send it...it might be worth the risk). Use the next paragraph to help you decide. Do you know how she feels? How did it end? Did she end it? Was it ended just because of the distance, or are there more differences between you that didn't work? Sometimes people are so in love that they can't clearly see that the other person isn't in love with them anymore. Use the information you have about what she wants for her life...can you honour what she says she needs? If she's asked for distance, you would do well to honour that.A key to moving forward: look at your thoughts and where they're getting stuck. Write it down. What bad thing can happen if you let it go? Or ""If I move forward, that will mean...""  Keep going...what would be the worst part of that?  This kind of exploring can help you identify your stuck place.It is possible that you've turned this ending into some kind of negative meaning about you or your future. As in ""If this person doesn't love me, then I'm unlovable"", or ""No one will ever love me as much as she did"". So your need to cling to her in your heart is your way of rejecting that negative message about yourself or the future. Can you find another way to reject that message? Try saying these things to yourself:I know she loved me. There is evidence of that.I was a good partner. There is evidence of that.It's part of life to fall in love and then have to move forward...I can do this and learn from it.Many people like me...that's how I know I'm lovable.It's normal to feel sad. I'm grieving a lost love.I want to move forward and not stare in the rearview mirror.I know more love awaits me if I can get fear out of the way.If this person loved me, others can too, (but not if I'm clinging to some old memory)These are the kinds of things a therapist would explore with you. I wish you well!",psychoeducation_seeking,clarification,well_timed,0.0429,0.1379,False,external,no,advice_seeking,no,practical_advice,yes,,stage better fits advice_seeking; response move better fits practical_advice
tfidf_esconv_27_4__esconv_23_24,tfidf_esconv_27_4,esconv_23_24,ESConv,tfidf,I really dropped the ball at work today and I'm so worried that I'm going to get let go.,You can do it. Otherwise you may not find out what is going on.,advice_seeking,clarification,stage_mismatch,0.0326,0.0643,False,external,no,distress_disclosure,no,encouragement,no,well_timed,stage better fits distress_disclosure; response move better fits encouragement; timing better fits well_timed
dense_minilm_mentalchat_170__mentalchat_117,dense_minilm_mentalchat_170,mentalchat_117,MentalChat16K,dense_minilm,"I've been hesitant about entering Hospice care due to the fear that it might only last for a few days. The thought of leaving my family and friends behind so soon is unbearable. I've always imagined that I would spend my final days surrounded by my loved ones, sharing memories and stories. But now, it seems like I might not get that chance.","It's commendable that you took the initiative to research and secure hospice services for your mother, given her terminal diagnosis. Your friend's recommendation likely played a significant role in your decision-making process. Hospice care is indeed a valuable resource for individuals facing life-limiting illnesses and their families. It offers a holistic approach to care, addressing not only the physical symptoms of an illness but also the emotional, social, and spiritual needs of the patient and their loved ones.

Given your experience with hospice care, I'd like to explore how this experience has impacted you emotionally. Have you had an opportunity to process your feelings about your mother's passing, or do you find yourself struggling with grief? Additionally, how has this experience influenced your perspective on death and dying, and what, if any, changes have you made in your own life as a result?",distress_disclosure,empathy,well_timed,0.0022,0.0304,True,external,yes,,no,psychoeducation,no,stage_mismatch,response move better fits psychoeducation; timing better fits stage_mismatch; retrieved response appears to address a different need
